"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"That's Amore Pizzeria","4.5","1129","4441 W Metairie Ave","Metairie","Louisiana","US","http://www.thatsamorepizzaonline.com/","(504) 454-5885","Pizza restaurant","Italian restaurant","Restaurant",,,,,,,,"https://www.google.com/maps/search/?api=1&query=That's%20Amore%20Pizzeria&query_place_id=ChIJtVGCn_-wIIYRi8Sxjb7GQyU","Pizza restaurant"
"Bullies Burgers & More","4","43","810 Clearview Pkwy","Metairie","Louisiana","US","http://bulliesburgers.com/","(504) 565-0005","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bullies%20Burgers%20%26%20More&query_place_id=ChIJ1VgkH6yxIIYRlhKwWAlT4_Y","Restaurant"
"Ben's Burgers","4.2","1041","2008 Clearview Pkwy","Metairie","Louisiana","US","https://bensburgers.devournow.com/","(504) 889-2837","Hamburger restaurant","Fast food restaurant","Restaurant",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ben's%20Burgers&query_place_id=ChIJ3UqTu2awIIYRcjS3V_NBk3c","Hamburger restaurant"
"Food-N-Fun","4","494","2201 Clearview Pkwy","Metairie","Louisiana","US","https://foodnfun.com/location/food-n-fun-27/","(504) 885-1332","Restaurant","Deli","Gas station","Convenience store",,,,,,,"https://www.google.com/maps/search/?api=1&query=Food-N-Fun&query_place_id=ChIJ___PIWewIIYRZ34gxiMBMCQ","Restaurant"
"Krispy Kreme","4.2","2220","825 Clearview Pkwy","Metairie","Louisiana","US","https://site.krispykreme.com/la/metairie/825-clearview-pkwy?y_source=1_MTE4OTc4MzYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","(504) 779-9620","Donut shop","Coffee shop","Dessert shop","Fast food restaurant",,,,,,,"https://www.google.com/maps/search/?api=1&query=Krispy%20Kreme&query_place_id=ChIJCZgiTHqwIIYRPWIVnh_fTDw","Donut shop"
"Nephew's Ristorante","4.3","118","4445 W Metairie Ave","Metairie","Louisiana","US",,"(504) 533-9998","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nephew's%20Ristorante&query_place_id=ChIJkXb68HqwIIYR1_E2PA4ZW8o","Restaurant"
"Waffle House","4.1","603","9001 Airline Dr","Metairie","Louisiana","US","https://locations.wafflehouse.com/metairie-la-2097","(504) 469-5534","Breakfast restaurant","American restaurant","Diner","Family restaurant","Takeout Restaurant",,,,,,"https://www.google.com/maps/search/?api=1&query=Waffle%20House&query_place_id=ChIJ5c_KIFq3IIYRvTjlTPq2Axs","Breakfast restaurant"
"Thai Zaap Cafe","4.4","304","6601 Veterans Memorial Blvd #29-30","Metairie","Louisiana","US","https://www.thaizaapcafe.net/","(504) 454-8752","Thai restaurant","Asian restaurant","South Asian restaurant","Vegetarian restaurant",,,,,,,"https://www.google.com/maps/search/?api=1&query=Thai%20Zaap%20Cafe&query_place_id=ChIJ6fqT_cSwIIYRWI2SyRzGYzU","Thai restaurant"
"Blue Line Sandwich Co.","4.6","450","2023 Metairie Rd","Metairie","Louisiana","US","http://bluelinesandwich.com/","(504) 309-3773","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Blue%20Line%20Sandwich%20Co.&query_place_id=ChIJLyKsx-GvIIYRHQdceoB0T74","Restaurant"
"Zócalo","4.3","262","2051 Metairie Rd","Metairie","Louisiana","US","http://www.zocalo-nola.com/","(504) 252-9327","Mexican restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Z%C3%B3calo&query_place_id=ChIJrXqdfoWvIIYRTDfhOpCGW-U","Mexican restaurant"
"Mark Twain's Pizza Landing","4.5","609","2035 Metairie Rd","Metairie","Louisiana","US","http://www.marktwainpizza.com/","(504) 832-8032","Pizza restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mark%20Twain's%20Pizza%20Landing&query_place_id=ChIJMVcLtfyvIIYRY5JLuxdfAxs","Pizza restaurant"
"Burger Nerds","4.7","542","805 Homestead Ave","Metairie","Louisiana","US","https://burgernerds.com/?utm_source=google","(504) 264-7058","Restaurant","American restaurant","Dessert shop","Diner","Family restaurant","Fast food restaurant","Hamburger restaurant","Ice cream shop",,,"https://www.google.com/maps/search/?api=1&query=Burger%20Nerds&query_place_id=ChIJg5CiGDOvIIYRdFdtH5FP7F8","Restaurant"
"El Rincón mexicano","4.6","72","1323 Veterans Memorial Blvd","Metairie","Louisiana","US","https://www.elrinconmexicanometairie.com/","(504) 264-7616","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=El%20Rinc%C3%B3n%20mexicano&query_place_id=ChIJn2y-ok2vIIYR-XnCCHBs5Gs","Restaurant"
"Pho Bang Restaurant","4.5","441","1901 Veterans Memorial Blvd Suite C","Metairie","Louisiana","US","http://phobangnola.com/","(504) 381-4345","Vietnamese restaurant","Pho restaurant","Restaurant",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pho%20Bang%20Restaurant&query_place_id=ChIJ6xJ5auCvIIYRQ3BXK3G4tTI","Vietnamese restaurant"
"Poboy House","4.5","43","612 Sena Dr","Metairie","Louisiana","US","http://poboyhousemetaire.com/","(504) 264-7445","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Poboy%20House&query_place_id=ChIJG3nkJ1WvIIYRAWfParQXWK0","Restaurant"
"Byblos Market","4.5","558","2020 Veterans Memorial Blvd","Metairie","Louisiana","US","http://www.byblosrestaurants.com/","(504) 837-9777","Mediterranean restaurant","Lebanese restaurant","Middle Eastern restaurant",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Byblos%20Market&query_place_id=ChIJ6xUXud6vIIYRkdSyWm_Y20o","Mediterranean restaurant"
"TukTuk Thai Street Food","4.5","152","901 Veterans Memorial Blvd Suite 100","Metairie","Louisiana","US","https://www.nolatuktukthai.com/","(504) 766-8512","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=TukTuk%20Thai%20Street%20Food&query_place_id=ChIJaxAO45mvIIYRnq5_SDdb-A4","Restaurant"
"Sidelines Bar & Grill","4.3","240","1229 Veterans Memorial Blvd","Metairie","Louisiana","US","http://sidelinesbarandgrill.net/","(504) 831-4002","American restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sidelines%20Bar%20%26%20Grill&query_place_id=ChIJlecw7MOvIIYRvTVIWxUty0Q","American restaurant"
"Playa Bowls","4.9","630","730 Veterans Memorial Blvd","Metairie","Louisiana","US","https://www.playabowls.com/location/metairie","(504) 218-4787","Health food restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Playa%20Bowls&query_place_id=ChIJe5i4FzevIIYRHtZHooPIiRw","Health food restaurant"
"Churros Cafe","4.6","282","3100 Kingman St","Metairie","Louisiana","US",,"(504) 885-6516","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Churros%20Cafe&query_place_id=ChIJ28Rgh1uwIIYRKoap_YkoH9w","Restaurant"
"Fury's Restaurant","4.5","453","724 Martin Behrman Ave STE C","Metairie","Louisiana","US","https://furysrestaurant.com/","(504) 834-5646","Seafood restaurant","Bar","Italian restaurant","Takeout Restaurant","Restaurant",,,,,,"https://www.google.com/maps/search/?api=1&query=Fury's%20Restaurant&query_place_id=ChIJe5gqU8evIIYRTrlBpsQYoN8","Seafood restaurant"
"New Orleans Hamburger & Seafood Company","4.2","1691","817 Veterans Memorial Blvd","Metairie","Louisiana","US","http://www.nohsc.com/","(504) 837-8580","Hamburger restaurant","American restaurant","Seafood restaurant",,,,,,,,"https://www.google.com/maps/search/?api=1&query=New%20Orleans%20Hamburger%20%26%20Seafood%20Company&query_place_id=ChIJg0O-ucCvIIYRS0bDAegbRRc","Hamburger restaurant"
"The Salad Station","4.5","358","909 Veterans Memorial Blvd","Metairie","Louisiana","US","https://thesaladstation.com/locations/metairie-veterans-blvd","(504) 470-2500","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=The%20Salad%20Station&query_place_id=ChIJp8csvamvIIYR5xxg6zuXLao","Restaurant"
"Tower of Pizza","4.5","558","2104 Veterans Memorial Blvd","Metairie","Louisiana","US","http://facebook.com/towerofpizza/","(504) 833-9373","Pizza restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tower%20of%20Pizza&query_place_id=ChIJAxCJ2d6vIIYR6KHUwUab0NY","Pizza restaurant"
"Hot Wok","4.1","160","901 Veterans Memorial Blvd #102","Metairie","Louisiana","US","http://www.hotwokmetairie.com/","(504) 831-3328","Chinese restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Hot%20Wok&query_place_id=ChIJAbRDkqGvIIYRDCAY1oa0pxw","Chinese restaurant"
"Bayou Banh Mi","5","3","4401 Veterans Memorial Blvd","Metairie","Louisiana","US","https://order.online/business/bambu-metairie-13038893","(504) 354-9228","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bayou%20Banh%20Mi&query_place_id=ChIJYa0IKpCxIIYRys6JmO4dp4c","Restaurant"
"Shyan's kitchen","4.3","956","3320 Houma Blvd","Metairie","Louisiana","US","https://www.eatshyans.com/","(504) 302-9901","Indian restaurant","Halal restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Shyan's%20kitchen&query_place_id=ChIJnf8GB1uwIIYRXSYkaPcoqg4","Indian restaurant"
"Fausto's Bistro","4.5","455","530 Veterans Memorial Blvd","Metairie","Louisiana","US","http://www.faustosbistro.com/","(504) 833-7121","Italian restaurant","Mediterranean restaurant","Seafood restaurant",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Fausto's%20Bistro&query_place_id=ChIJG1Mm4r6vIIYR-XFGSwsNf9Q","Italian restaurant"
"Sunshine Café","4.8","11","111 Veterans Memorial Blvd","Metairie","Louisiana","US","http://www.sunshinecafenola.com/","(504) 834-6040","Breakfast restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sunshine%20Caf%C3%A9&query_place_id=ChIJC8-cj8ywIIYR9UzzUxV5cpI","Breakfast restaurant"
"Sushi Masa Metairie","4.7","816","725 Veterans Memorial Blvd Suite 4ANC","Metairie","Louisiana","US","http://www.sushimasaus.com/","(504) 766-8078","Sushi restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sushi%20Masa%20Metairie&query_place_id=ChIJKW-zD4WvIIYRvPNr_HPUaVE","Sushi restaurant"
"Bamboo House","4.3","127","600 Veterans Memorial Blvd","Metairie","Louisiana","US","http://bamboohousemetairie.com/","(504) 345-2973","Chinese restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bamboo%20House&query_place_id=ChIJv1io5qqvIIYRD7V77-p3x3o","Chinese restaurant"
"El Paso Mexican Grill","4.2","1886","601 Veterans Blvd","Metairie","Louisiana","US","http://elpasometairie.devournow.com/","(504) 218-4590","Mexican restaurant","Bar","Bar & grill","Restaurant",,,,,,,"https://www.google.com/maps/search/?api=1&query=El%20Paso%20Mexican%20Grill&query_place_id=ChIJd-5bIb-vIIYRtoIwo01Zano","Mexican restaurant"
"Sweet Things Donuts and Grill","4","305","1011 Veterans Memorial Blvd","Metairie","Louisiana","US",,"(504) 834-1845","Breakfast restaurant","Bakery","Donut shop","Sandwich shop",,,,,,,"https://www.google.com/maps/search/?api=1&query=Sweet%20Things%20Donuts%20and%20Grill&query_place_id=ChIJ3z_jO8GvIIYR1vI3UU0NjBA","Breakfast restaurant"
"Theo's Neighborhood Pizza","4.4","751","2125 Veterans Blvd","Metairie","Louisiana","US","http://www.theospizza.com/","(504) 510-4282","Pizza restaurant","Restaurant","Salad shop","Sandwich shop",,,,,,,"https://www.google.com/maps/search/?api=1&query=Theo's%20Neighborhood%20Pizza&query_place_id=ChIJhWEZLNmvIIYRDEyXjcRa9mg","Pizza restaurant"
"Smoothie King","4","148","1431 Veterans Blvd","Metairie","Louisiana","US","https://locations.smoothieking.com/ll/us/la/metairie/909-veterans-blvd/?utm_source=google&utm_medium=organic&utm_content=SOCi","(504) 834-1818","Juice shop","Breakfast restaurant","Fast food restaurant","Health food restaurant","Lunch restaurant","Delivery Restaurant","Vitamin & supplements store",,,,"https://www.google.com/maps/search/?api=1&query=Smoothie%20King&query_place_id=ChIJB6Ct3MCvIIYRCMYED8Enntk","Juice shop"
"Sake Cafe","4.2","498","4201 Veterans Memorial Blvd","Metairie","Louisiana","US","https://sakecafeveterans.com/","(504) 779-7253","Japanese restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sake%20Cafe&query_place_id=ChIJ99IpMFuwIIYRfIBy3AUv9sQ","Japanese restaurant"
"Izzo's Illegal Burrito - Metairie","4.2","1252","4316 Veterans Memorial Blvd A","Metairie","Louisiana","US","http://izzos.com/","(504) 889-5505","Mexican restaurant","American restaurant","Latin American restaurant","Organic restaurant",,,,,,,"https://www.google.com/maps/search/?api=1&query=Izzo's%20Illegal%20Burrito%20-%20Metairie&query_place_id=ChIJwSiDvFuwIIYRbnRrVlB_Bwo","Mexican restaurant"
"Bambu Desserts Drinks","4.4","160","4401 Veterans Blvd","Metairie","Louisiana","US","https://www.drinkbambu.com/","(504) 354-9228","Dessert restaurant","Bubble tea store","Coffee shop","Tea store",,,,,,,"https://www.google.com/maps/search/?api=1&query=Bambu%20Desserts%20Drinks&query_place_id=ChIJrSnAtBexIIYRecNDh6ZaDLg","Dessert restaurant"
"Phở Orchid Restaurant","4.5","1016","3117 Houma Blvd","Metairie","Louisiana","US","http://www.pho-orchid.com/","(504) 457-4188","Vietnamese restaurant","Asian restaurant","Pho restaurant","Southeast Asian restaurant",,,,,,,"https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20Orchid%20Restaurant&query_place_id=ChIJ1ZU0fVuwIIYRrOEAXbpYNtA","Vietnamese restaurant"
"Jersey Mike's Subs","4.3","161","4316 Veterans Memorial Blvd","Metairie","Louisiana","US","https://www.jerseymikes.com/30010/metairie-la?utm_source=google&utm_medium=organic&utm_campaign=listings","(504) 766-9690","Sandwich shop","Caterer","Deli","Fast food restaurant","Takeout Restaurant",,,,,,"https://www.google.com/maps/search/?api=1&query=Jersey%20Mike's%20Subs&query_place_id=ChIJlVjBhsCxIIYRYTtIR3fhYLk","Sandwich shop"
"Phoenicia restaurant","4.3","403","Parking lot, 4201 Veterans Memorial Blvd C","Metairie","Louisiana","US","http://www.phoenicianola.com/menu/","(504) 889-9950","Mediterranean restaurant","Fine dining restaurant","Lebanese restaurant",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Phoenicia%20restaurant&query_place_id=ChIJ99IpMFuwIIYRGoG_vVtB1Xg","Mediterranean restaurant"
"Jiggers Grill","4","164","1645 Veterans Memorial Blvd # C","Metairie","Louisiana","US",,"(504) 837-6000","Restaurant","Cocktail bar","Bar",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jiggers%20Grill&query_place_id=ChIJ3-exutyvIIYRdDAQO6lP1Rw","Restaurant"
"Starbucks Coffee Company","4.1","904","4312 Veterans Blvd","Metairie","Louisiana","US","https://www.starbucks.com/store-locator/store/6330/","(504) 456-8829","Coffee shop","Breakfast restaurant","Cafe","Coffee store","Espresso bar","Internet cafe",,,,,"https://www.google.com/maps/search/?api=1&query=Starbucks%20Coffee%20Company&query_place_id=ChIJB-zgoVuwIIYRhtuhZ1eOSEU","Coffee shop"
"Bobby Hebert's Cajun Cannon","4.3","5257","4101 Veterans Memorial Blvd","Metairie","Louisiana","US","https://bobbyheberts.com/","(504) 324-6841","Restaurant","American restaurant","Cajun restaurant","Po’ boys restaurant","Seafood restaurant",,,,,,"https://www.google.com/maps/search/?api=1&query=Bobby%20Hebert's%20Cajun%20Cannon&query_place_id=ChIJyRXBLO6wIIYRXma8uNKYk7E","Restaurant"
"Kevin’s York Street Grill and Flamingo Club","4.9","32","5624 York St","Metairie","Louisiana","US",,"(504) 535-4459","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kevin%E2%80%99s%20York%20Street%20Grill%20and%20Flamingo%20Club&query_place_id=ChIJMeU4S9GxIIYRR_Ntq3Ms_3M","Restaurant"
"Coastal BBQ Company","5","24","3050 Downs Blvd #2","Metairie","Louisiana","US","https://coastalbbqcompany.com/","(504) 402-1797","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Coastal%20BBQ%20Company&query_place_id=ChIJK8xgiUCxIIYR_RwMS03zvks","Restaurant"
"Daiwa Sushi Bar & Japanese Cuisine - Metairie","4.6","512","4100 Veterans Memorial Blvd #200","Metairie","Louisiana","US","http://www.daiwasushi.com/","(504) 281-4646","Japanese restaurant","Cocktail bar","Authentic Japanese restaurant","Sushi restaurant",,,,,,,"https://www.google.com/maps/search/?api=1&query=Daiwa%20Sushi%20Bar%20%26%20Japanese%20Cuisine%20-%20Metairie&query_place_id=ChIJ4URFboyxIIYR9y63APV3JcA","Japanese restaurant"
"MOOYAH Burgers, Fries & Shakes","4.5","2261","4100 Veterans Memorial Blvd","Metairie","Louisiana","US","https://www.mooyah.com/?olonwp=JjBtp_vMLk25gkYh_bnoiQ","(504) 373-6328","Hamburger restaurant","American restaurant","Family restaurant","Fast food restaurant","Gluten-free restaurant","Hot dog restaurant","Ice cream shop","Takeout Restaurant","Traditional American restaurant","Vegan restaurant","https://www.google.com/maps/search/?api=1&query=MOOYAH%20Burgers%2C%20Fries%20%26%20Shakes&query_place_id=ChIJW_LT8kSwIIYROREy3MOxIaI","Hamburger restaurant"
"Station 6","4.6","939","105 Metairie-Hammond Hwy","Metairie","Louisiana","US","http://www.station6nola.com/","(504) 345-2936","Seafood restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Station%206&query_place_id=ChIJPaqdzLKvIIYRqTFCbAq6Y6c","Seafood restaurant"
"Lime Leaf Thai Eatery","4.9","239","200 Metairie-Hammond Hwy","Metairie","Louisiana","US",,"(504) 345-2812","Thai restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lime%20Leaf%20Thai%20Eatery&query_place_id=ChIJjdkGi1avIIYReVLOYlcXlFY","Thai restaurant"
"New Orleans Food & Spirits","4.5","3724","210 Metairie-Hammond Hwy","Metairie","Louisiana","US","http://www.neworleansfoodandspirits.com/","(504) 828-2220","Cajun restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=New%20Orleans%20Food%20%26%20Spirits&query_place_id=ChIJWU9I1LKvIIYRGmVQWw41GQg","Cajun restaurant"
"R & O Restaurant and Catering","4.5","1789","216 Metairie-Hammond Hwy","Metairie","Louisiana","US","https://www.facebook.com/RORestaurantCatering/","(504) 831-1248","Family restaurant","Bar","Caterer","Italian restaurant","Delivery Restaurant","Seafood restaurant",,,,,"https://www.google.com/maps/search/?api=1&query=R%20%26%20O%20Restaurant%20and%20Catering&query_place_id=ChIJKwVKKrOvIIYRJfWY7x6TJNg","Family restaurant"
"Mr. Ed's Seafood & Italian Restaurant, LIVE OAK","4.5","800","1001 Live Oak St","Metairie","Louisiana","US","http://mredsrestaurants.com/mr-eds","(504) 838-0022","Seafood restaurant","Italian restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mr.%20Ed's%20Seafood%20%26%20Italian%20Restaurant%2C%20LIVE%20OAK&query_place_id=ChIJX1GW5MqvIIYRdPs27ZOne44","Seafood restaurant"
"Deanie's Seafood Restaurant","4.2","4818","1713 Lake Ave","Metairie","Louisiana","US","https://deanies.com/metairie-deanie-s-seafood-restaurant-and-seafood-market-bucktown-main-location-bucktown","(504) 831-4141","Seafood restaurant","American restaurant","Bar","Cajun restaurant","Family restaurant","Restaurant",,,,,"https://www.google.com/maps/search/?api=1&query=Deanie's%20Seafood%20Restaurant&query_place_id=ChIJRwap6bKvIIYR9hnJ1inN9xw","Seafood restaurant"
"Waffle House","4.1","1197","3616 Airline Dr","Metairie","Louisiana","US","https://locations.wafflehouse.com/metairie-la-2217","(504) 831-1479","Breakfast restaurant","American restaurant","Diner","Family restaurant","Takeout Restaurant",,,,,,"https://www.google.com/maps/search/?api=1&query=Waffle%20House&query_place_id=ChIJ70f5xAmwIIYRk4JkQZeL7Tk","Breakfast restaurant"
"Evolve Coffee + Matcha","4.7","205","3304 W Esplanade Ave N STE B7","Metairie","Louisiana","US","http://www.evolvecoffeenola.com/","(504) 582-9553","Coffee shop","Breakfast restaurant","Pastry shop",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Evolve%20Coffee%20%2B%20Matcha&query_place_id=ChIJJ3IKQqOxIIYRYFdUFL0cmkw","Coffee shop"
"Crêpes Rendez-Vous Café","5","72","1712 Lake Ave","Metairie","Louisiana","US","http://www.crepesrdv.com/","(504) 352-2129","Coffee shop","Breakfast restaurant","Creperie","Lunch restaurant",,,,,,,"https://www.google.com/maps/search/?api=1&query=Cr%C3%AApes%20Rendez-Vous%20Caf%C3%A9&query_place_id=ChIJN6_pvt6vIIYRK5CGvW6PucQ","Coffee shop"
"Domino's Pizza","4","217","1720 Lake Ave","Metairie","Louisiana","US","https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps","(504) 832-2877","Pizza delivery","Chicken wings restaurant","Pizza restaurant","Pizza Takeout",,,,,,,"https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJ82wfw7KvIIYR0SzDklecpGA","Pizza delivery"
"Prince Tea House","5","79","3012 N Arnoult Rd STE B","Metairie","Louisiana","US","https://www.princeteahousenola.com/","(504) 330-0360","Restaurant","Cafe","Dessert restaurant","Tea house",,,,,,,"https://www.google.com/maps/search/?api=1&query=Prince%20Tea%20House&query_place_id=ChIJDzbEnVuxIIYRGVuV1YBhyjA","Restaurant"
"Kosher Cajun NY Deli & Grocery","4.6","594","3519 Severn Ave","Metairie","Louisiana","US","https://koshercajun.com/","(504) 888-2010","Kosher restaurant","Cajun restaurant","Deli","Grocery store","Supermarket","Sushi restaurant","Vegetarian cafe and deli",,,,"https://www.google.com/maps/search/?api=1&query=Kosher%20Cajun%20NY%20Deli%20%26%20Grocery&query_place_id=ChIJJdprNy6wIIYRy3Xf5FXEOvY","Kosher restaurant"
"Joe's Cafe & Donuts & King Cakes","4.2","973","3616 N Causeway Blvd","Metairie","Louisiana","US","https://joesknowsfood.com/","(504) 301-3400","Restaurant","American restaurant","Bakery","Cafe","Donut shop","Hamburger restaurant",,,,,"https://www.google.com/maps/search/?api=1&query=Joe's%20Cafe%20%26%20Donuts%20%26%20King%20Cakes&query_place_id=ChIJT26VHSywIIYR8PY7kv-m7RU","Restaurant"
"Sharetea","4.5","214","3325 Severn Ave","Metairie","Louisiana","US","https://www.1992sharetea.com/","(504) 265-8783","Restaurant","Bubble tea store",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sharetea&query_place_id=ChIJXzM8nhqxIIYR7zEgdx5dPtc","Restaurant"
"Sushi Village","4.4","411","3535 Severn Ave","Metairie","Louisiana","US","https://www.sushivillagela.com/","(504) 885-8678","Sushi restaurant","Asian restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sushi%20Village&query_place_id=ChIJlxs34jGwIIYRzVcKJk1nK_s","Sushi restaurant"
"Randazzo's Family Restaurant","4.2","482","4462 Wabash St","Metairie","Louisiana","US","http://eatatrandazzos.com/","(504) 456-9069","Seafood restaurant","Deli",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Randazzo's%20Family%20Restaurant&query_place_id=ChIJjXOHPvWwIIYR1gPXAwyA1dg","Seafood restaurant"
"Taqueria Torres","4.2","391","4432 S I-10 Service Rd W","Metairie","Louisiana","US",,"(504) 883-2649","Mexican restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Taqueria%20Torres&query_place_id=ChIJG2md612wIIYR0U9nmcIxGnI","Mexican restaurant"
"Puccino's Coffee","4.2","290","3301 Veterans Memorial Blvd","Metairie","Louisiana","US","https://3301vets.orderpuccinos.com/","(504) 835-3151","Breakfast restaurant","Brunch restaurant","Cafe","Coffee shop","Internet cafe",,,,,,"https://www.google.com/maps/search/?api=1&query=Puccino's%20Coffee&query_place_id=ChIJ-1jGZCSwIIYRJ3LIVD20A4U","Breakfast restaurant"
"PUPUSERIA DOÑA MARY Salvadoran Cuisine","4.4","169","3555 18th St","Metairie","Louisiana","US",,"(504) 218-8502","Salvadoran restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=PUPUSERIA%20DO%C3%91A%20MARY%20Salvadoran%20Cuisine&query_place_id=ChIJvSbQu_mxIIYRld7zlbkKITo","Salvadoran restaurant"
"Pho Michael","4.4","540","3559 18th St","Metairie","Louisiana","US","http://www.phomichael.com/","(504) 304-4301","Vietnamese restaurant","Asian restaurant","Health food restaurant","Pho restaurant",,,,,,,"https://www.google.com/maps/search/?api=1&query=Pho%20Michael&query_place_id=ChIJ5bl7gzCwIIYRKpJmB1UOcMQ","Vietnamese restaurant"
"Geaux Seafood","4","1","3340 Severn Ave","Metairie","Louisiana","US",,"(504) 800-5073","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Geaux%20Seafood&query_place_id=ChIJJb2aPDCwIIYRxcrMQNq687w","Restaurant"
"Kung Fu Tea","4.7","537","C, 3348 W Esplanade Ave S","Metairie","Louisiana","US","https://kungfutea.com/","(504) 900-1717","Bubble tea store","Beverage distributor","Cafe","Chicken wings restaurant","Fast food restaurant",,,,,,"https://www.google.com/maps/search/?api=1&query=Kung%20Fu%20Tea&query_place_id=ChIJwywJSIGxIIYRrupsz9mYlQQ","Bubble tea store"
"Sushi Nami - Metairie","4.4","485","3131 Veterans Memorial Blvd","Metairie","Louisiana","US","http://www.sushi-nami.com/","(504) 777-3777","Japanese restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sushi%20Nami%20-%20Metairie&query_place_id=ChIJRZ-l2yexIIYR9bqkTk-d4IM","Japanese restaurant"
"Chicken Salad Chick","4.4","61","3005 Veterans Blvd","Metairie","Louisiana","US","https://www.chickensaladchick.com/locations/la/metairie/3005-veterans-blvd/","(504) 350-2726","Chicken restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Chicken%20Salad%20Chick&query_place_id=ChIJZZD0UuexIIYRRJBkiXvgzJU","Chicken restaurant"
"Los Jefes Grill","4.2","1865","3224 Edenborn Ave","Metairie","Louisiana","US","https://losjefesgrill.com/losjefesgrill-6gb41k?utm_source=google","(504) 655-5096","Mexican restaurant","Bar","Brunch restaurant","Burrito restaurant","Caterer","Cocktail bar","Family restaurant","Seafood restaurant","Taco restaurant","Tex-Mex restaurant","https://www.google.com/maps/search/?api=1&query=Los%20Jefes%20Grill&query_place_id=ChIJhcizckKxIIYRSsJdpSkRRMk","Mexican restaurant"
"Crazy Johnnie's Steak House","4.2","394","3560 Veterans Memorial Blvd","Metairie","Louisiana","US","https://www.crazyjohnniesmetairie.com/","(504) 766-8987","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Crazy%20Johnnie's%20Steak%20House&query_place_id=ChIJzxw40dexIIYRHYUofOw9kcc","Restaurant"
"Tofu House","4.9","17","1901 Veterans Memorial Blvd","Metairie","Louisiana","US",,"(504) 354-1061","Cafe","Fast food restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tofu%20House&query_place_id=ChIJyc89MQCvIIYRvWFmRk3VSJg","Cafe"
